1144,7
1115,2
1174,10
1075,6
1058,6
1160,5
1023,7
1076,2
1097,9
1127,10
1142,1
1074,3
1172,2
1154,2
1054,2
1180,4
1115,5
1138,5
1193,8
1146,2
1179,8
1024,7
1002,8
1069,3
1138,4
1197,1
1122,3
1195,2
1067,8
1181,6
1091,6
1022,4
1059,2
1058,3
1074,1
1178,5
1197,3
1073,3
1189,6
1135,8
1184,7
1017,5
1146,6
1107,4
1029,5
1104,4
1199,1
1180,4
1056,1
1004,9
1107,4
1032,8
1157,1
1178,10
1072,2
1131,6
1176,7
1005,10
1017,4
1169,9
1184,9
1042,5
1113,4
1018,10
1148,8
1125,3
1080,5
1162,6
1036,5
1048,4
1168,2
1069,4
1032,1
1041,3
1083,4
1192,5
1143,1
1081,2
1144,7
1110,7
1011,6
1008,3
1150,4
1155,1
1109,3
1072,7
1100,4
1032,5
1186,4
1044,10
1191,6
1138,3
1011,8
1183,1
1116,5
1038,1
1027,1
1149,7
