1092,5
1045,10
1006,10
1100,4
1047,2
1056,10
1192,4
1110,2
1064,7
1113,2
1171,10
1084,1
1062,7
1087,3
1106,5
1057,9
1146,4
1100,4
1135,5
1191,8
1107,10
1128,5
1117,10
1097,1
1040,3
1139,10
1107,4
1141,8
1079,8
1032,8
1026,5
1188,8
1023,2
1055,6
1147,5
1172,7
1188,1
1063,6
1151,4
1181,9
1166,9
1167,10
1069,4
1151,7
1178,4
1069,8
1132,7
1038,6
1138,7
1099,9
1098,10
1006,1
1073,8
1038,1
1013,6
1018,7
1132,10
1029,3
1070,6
1062,5
1172,9
1135,3
1148,3
1069,1
1006,8
1149,9
1121,5
1182,5
1168,3
1103,5
1094,3
1001,7
1061,4
1196,9
1040,3
1111,3
1076,9
1094,2
1197,3
1075,4
1198,1
1036,2
1034,10
