1030,6
1177,1
1159,9
1019,3
1025,2
1011,2
1086,6
1162,9
1182,10
1199,10
1163,6
1177,7
1039,1
1006,5
1027,4
1166,10
1016,5
1114,2
1191,7
1183,4
1101,1
1117,2
1130,8
1017,2
1116,6
1006,6
1020,6
1133,8
1090,10
1077,1
1192,9
1184,8
1173,7
1198,2
1062,3
1007,10
1004,9
1139,6
1094,10
1035,9
1177,5
1192,8
1050,5
1059,4
1053,5
1019,5
1054,9
1109,7
1067,6
1082,1
1164,3
1055,9
1187,5
1067,8
1142,5
1150,9
1073,7
1026,6
1120,3
1092,7
1189,2
1006,6
1091,9
1177,10
1003,5
1056,4
1007,2
1152,7
1114,3
1158,10
1030,5
1165,10
1175,1
1176,5
1068,9
1081,4
1183,7
1135,4
1135,1
1168,10
1110,3
1040,5
1108,2
1003,1
1063,9
1022,4
1026,6
1005,2
1018,9
1133,6
1114,8
1118,5
1009,7
1004,7
1175,1
1077,7
1026,10
1140,6
1092,4
1052,8
1174,5
1093,2
1047,8
1197,5
1057,9
1048,6
1145,5
1102,5
1164,10
