1065,5
1161,6
1129,10
1066,27
1140,10
1145,15
1048,20
1015,27
1004,47
1016,14
1184,26
1134,20
1021,20
1109,20
1156,32
1089,23
1199,40
1159,11
1177,29
1095,8
1088,32
1022,26
1114,36
1185,13
1165,17
1144,33
1046,1
1049,18
1044,28
1157,17
1002,39
1120,14
1085,30
1080,19
1164,50
1086,18
1118,6
1195,43
1090,28
1052,20
1096,18
1193,43
1179,19
1031,22
1025,28
1059,37
1136,37
1020,42
1174,51
1133,33
1017,24
1042,32
1014,29
1122,30
1091,34
1186,13
1170,9
1083,7
1190,19
1158,25
1078,15
1101,18
1093,29
1053,36
1000,4
1163,45
1039,40
1137,19
1130,43
1071,36
1124,16
1024,39
1041,15
1127,29
1189,37
1131,20
1173,39
1105,24
1150,21
1180,25
1035,24
1142,29
1060,9
1027,22
1155,15
1068,47
1074,26
1050,20
1019,31
1001,35
1194,27
1160,44
1064,33
1028,23
1077,47
1007,47
1152,41
1058,30
1102,30
1125,5
1043,16
1104,34
1082,25
1054,25
1037,17
1115,22
1010,8
1126,15
1187,15
1056,30
1008,22
1192,35
1003,41
1033,29
1072,30
1073,48
1084,7
1067,51
1112,21
1123,10
1034,19
1036,28
1198,14
1075,25
1197,35
1094,39
1076,19
1111,25
1196,9
1061,29
1171,20
1098,11
1168,22
1121,32
1149,32
1183,37
1148,27
1176,39
1119,33
1108,9
1011,28
1103,26
1070,15
1029,29
1018,40
1099,41
1169,44
1154,20
1062,17
1182,43
1116,43
1005,50
1162,41
1175,36
1009,55
1153,31
1081,22
1013,44
1113,28
1138,55
1038,60
1132,47
1178,27
1069,53
1167,14
1166,36
1181,56
1151,24
1063,28
1172,25
1147,12
1055,29
1023,30
1188,25
1026,27
1032,66
1079,38
1141,25
1139,32
1040,39
1097,45
1128,32
1107,39
1191,43
1135,38
1100,32
1146,18
1057,27
1106,5
1051,16
1087,8
1143,32
1110,49
1047,28
1030,33
1117,38
1006,61
1045,44
1092,48
