1019,1
1131,4
1189,5
1127,7
1041,4
1024,3
1171,10
1124,3
1061,8
1117,9
1036,1
1071,10
1194,6
1032,1
1084,6
1168,1
1053,1
1130,3
1190,6
1137,2
1083,3
1191,4
1163,9
1033,1
1000,4
1169,5
1181,5
1028,2
1104,10
1186,7
1091,4
1160,9
1133,2
1020,1
1136,7
1025,9
1024,9
1128,10
1118,1
1111,8
1028,8
1194,3
1179,1
1193,9
1096,9
1164,8
1019,8
1104,6
1117,3
1072,5
1136,3
1090,6
1128,2
1195,4
1163,2
1092,6
1038,8
1003,8
1064,5
1063,1
1160,4
1060,1
1086,8
1149,4
1120,3
1045,9
1101,6
1096,4
1073,8
1011,4
1173,9
1190,7
1155,10
1113,4
1038,4
1080,6
1122,6
1189,7
1119,8
1069,3
1148,2
1170,4
1085,10
1181,9
1176,3
1029,8
1164,7
1091,3
1014,8
1071,7
1033,5
1157,1
1121,4
1143,7
1002,10
1105,6
1099,8
1033,5
1075,4
1113,10
1046,1
1063,2
1041,3
1071,4
1092,10
1169,3
1126,1
1135,2
1049,2
1194,6
1041,3
