12,725
96,701
331,685
271,649
391,643
202,628
21,625
498,625
362,624
467,622
78,609
475,609
470,600
41,595
166,594
13,593
456,592
111,590
295,587
334,585
406,576
428,573
172,572
412,572
423,572
91,569
311,567
183,565
359,565
110,564
50,562
485,555
474,554
67,552
213,549
234,546
35,539
224,538
284,538
450,538
367,535
379,529
345,526
461,526
220,523
61,520
316,519
258,518
85,516
252,516
109,515
121,513
415,513
10,512
228,512
424,512
375,511
237,510
15,507
195,507
52,505
442,504
273,502
459,502
500,502
278,501
292,501
199,498
186,497
282,496
440,494
208,493
146,492
163,492
212,488
355,488
227,487
293,485
340,485
51,484
44,482
351,482
200,481
9,480
90,480
176,480
287,480
429,480
114,478
181,476
179,474
357,473
182,472
454,472
492,472
383,470
127,469
173,467
299,466
26,465
125,465
73,463
97,462
238,462
23,461
427,461
40,460
124,460
164,460
32,459
185,459
132,457
201,457
321,457
356,457
75,456
180,455
341,455
154,454
382,454
464,454
315,453
150,452
167,451
394,450
230,449
366,448
409,448
119,447
1,445
62,445
393,445
322,444
324,442
405,441
448,441
24,440
410,440
281,438
451,438
2,437
221,437
297,437
404,437
189,435
377,435
144,434
380,434
399,434
95,427
151,427
396,427
436,427
445,427
439,426
247,425
446,424
84,423
298,423
378,422
8,421
31,421
323,421
333,421
45,419
66,419
104,418
145,418
418,418
369,417
79,416
147,415
472,415
22,414
65,412
266,412
338,412
419,412
148,410
462,408
101,407
160,406
317,406
103,404
288,404
336,402
384,400
397,399
398,399
256,398
330,394
118,392
313,391
469,391
191,390
81,389
226,389
364,385
265,383
107,382
218,382
363,382
481,382
395,379
253,378
344,377
122,376
457,376
94,375
466,375
184,374
314,374
441,374
37,371
433,371
491,371
332,369
497,368
43,366
308,366
158,365
161,363
276,363
296,361
4,360
56,360
68,360
7,359
347,359
88,358
128,358
294,358
320,358
233,357
473,356
214,354
57,353
171,353
102,352
133,348
216,348
47,347
55,347
138,347
129,346
348,346
302,345
219,344
455,344
493,343
135,342
14,338
82,338
222,337
223,336
414,336
370,335
389,335
392,334
255,333
59,332
112,331
261,331
194,329
346,329
28,327
358,326
16,325
106,325
250,323
207,321
3,319
244,319
168,318
435,316
426,315
136,312
17,310
113,309
243,309
312,305
203,303
18,300
211,298
285,298
465,298
319,297
262,296
403,294
169,292
443,291
86,289
444,286
431,285
155,284
197,284
131,283
350,283
437,283
343,280
286,279
126,273
77,272
83,271
34,270
349,269
246,263
290,262
6,261
174,260
413,258
143,253
416,253
5,251
232,250
401,249
484,234
425,233
463,225
272,223
260,220
411,220
342,219
371,197
460,185
134,183
187,183
140,180
89,171
49,163
225,139
