1150,2
1150,3
1141,2
1184,7
1168,2
1024,6
1061,5
1133,1
1178,3
1130,9
1013,2
1086,1
1132,7
1181,9
1187,1
1084,4
1094,9
1087,4
1085,5
1160,7
1101,6
1159,2
1111,7
1168,9
1193,6
1150,8
1051,2
1073,7
1141,4
1174,3
1145,3
1180,2
1124,7
1089,10
1194,3
1135,4
1064,8
1149,9
1070,8
1032,2
1173,8
1044,10
1109,8
1090,4
1086,5
1114,1
1126,1
1036,10
1113,10
1039,1
1016,8
1085,5
1127,5
1083,7
1166,10
1044,4
1006,8
1177,8
1154,8
1054,6
1158,6
1171,2
1041,6
1002,1
1164,10
1140,5
1061,5
1021,2
1193,9
1086,1
1042,3
1171,1
1102,8
1134,2
1045,8
1003,3
1027,10
1117,5
1042,10
1035,6
1105,9
1103,5
1170,6
1022,7
1108,2
1112,2
1164,7
1118,7
1117,6
1175,2
1013,8
1012,2
1112,5
