1188,6
1028,5
1089,10
1142,2
1182,3
1046,8
1065,10
1140,9
1092,4
1144,6
1178,8
1055,7
1097,4
1115,2
1058,6
1132,10
1078,7
1026,10
1073,10
1094,2
1050,2
1014,5
1158,7
1076,6
1068,4
1156,4
1098,3
1169,9
1163,9
1019,6
1021,6
1043,9
1014,3
1189,7
1187,9
1017,5
1019,5
1153,6
1103,3
1109,5
1111,8
1042,7
1163,9
1020,5
1030,8
1136,7
1140,9
1058,3
1170,2
1192,9
1101,8
1159,5
1015,4
1050,5
1105,8
1103,7
1034,10
1055,8
1049,4
1087,4
1039,7
1099,9
1137,1
1098,4
1072,1
1188,2
1037,10
1191,2
1024,3
1069,3
1117,3
1008,10
1072,10
1184,8
1100,1
1018,5
1041,5
1129,10
1155,8
1148,4
1124,4
1175,4
