1166,10
1084,4
1027,14
1030,8
1194,16
1014,20
1039,12
1113,25
1091,21
1102,26
1006,10
1054,27
1005,12
1069,20
1128,12
1151,15
1124,26
1095,11
1003,18
1191,28
1198,29
1193,26
1097,19
1131,6
1136,31
1018,6
1142,29
1100,7
1135,14
1132,33
1035,21
1022,25
1173,37
1158,26
1012,37
1125,13
1177,11
1116,11
1140,25
1118,13
1088,35
1121,22
1119,10
1165,19
1060,23
1138,20
1155,51
1070,26
1098,33
1107,20
1010,35
1036,26
1055,47
1087,34
1019,42
1000,7
1114,24
1050,18
1029,20
1043,16
1075,19
1130,42
1062,19
1150,51
1183,24
1066,22
1149,20
1057,25
1053,16
1105,27
1038,50
1167,27
1056,24
1117,29
1164,51
1188,42
1141,54
1031,21
1093,5
1078,32
1171,17
1103,46
1042,37
1026,17
1067,16
1162,19
1120,17
1016,19
1086,21
1072,20
1007,18
1161,28
1176,22
1179,35
1052,6
1197,8
1186,22
1082,17
1023,37
1157,27
1184,21
1028,23
1092,30
1065,31
1061,13
1123,14
1115,26
1033,30
1110,42
1063,14
1048,36
1145,26
1001,24
1152,37
1074,27
1085,41
1144,18
1013,15
1047,17
1190,24
1137,17
1147,52
1143,44
1011,23
1004,32
1073,29
1008,33
1046,39
1160,26
1153,56
1181,35
1076,18
1080,9
1101,44
1090,17
1126,17
1009,30
1096,45
1044,42
1163,29
1154,45
1024,30
1172,49
1195,25
1178,28
1049,37
1134,29
1108,24
1133,9
1040,20
1109,24
1139,29
1041,26
1017,50
1015,47
1159,26
1112,28
1089,50
1032,4
1196,29
1051,56
1127,20
1081,61
1199,16
1068,33
1002,36
1064,45
1099,38
1094,18
1037,59
1129,46
1148,13
1034,38
1146,42
1058,36
1106,9
1059,52
1020,22
1189,18
1192,32
1025,10
1079,16
1175,43
1168,28
1111,29
1187,18
1122,56
1180,12
1156,24
1174,20
1071,42
1104,36
1083,39
1170,26
1077,23
1045,28
1169,41
1182,34
1021,47
