1004,4
1048,10
1071,10
1118,5
1117,3
1108,8
1070,9
1078,5
1064,10
1001,6
1167,10
1098,10
1122,7
1140,2
1017,5
1129,9
1057,3
1016,1
1116,1
1155,5
1182,9
1129,6
1049,10
1138,6
1177,3
1178,9
1129,4
1081,10
1125,1
1012,2
1158,5
1159,2
1020,9
1038,4
1164,3
1036,5
1173,5
1002,4
1022,7
1035,5
1163,2
1171,3
1085,3
1071,2
1008,4
1080,6
1010,2
1196,1
1132,9
1000,5
1033,3
1143,10
1174,3
1038,10
1012,6
1150,1
1175,1
1121,4
1060,8
1117,3
1168,1
1040,8
1135,10
1152,2
1179,5
1001,1
1144,3
1147,2
1148,2
1107,9
1034,7
1188,2
1100,2
1190,2
1172,10
1042,4
1104,4
1142,9
1059,9
1037,8
1195,3
1105,9
1011,3
1081,9
1188,5
1115,2
1029,9
1001,3
1088,6
1087,2
