1179,2
1056,2
1015,4
1179,9
1117,2
1061,2
1050,1
1196,9
1015,3
1137,6
1175,1
1066,7
1087,7
1012,9
1049,8
1183,10
1132,6
1173,9
1037,7
1193,5
1108,3
1150,10
1168,3
1192,2
1141,9
1176,3
1046,4
1115,7
1017,6
1088,5
1116,6
1110,7
1121,3
1196,1
1095,4
1151,1
1159,9
1081,10
1077,6
1152,8
1041,5
1022,9
1164,2
1155,4
1012,3
1010,6
1088,8
1046,10
1124,4
1112,8
1059,10
1161,2
1090,3
1054,9
1079,2
1004,8
1104,2
1136,10
1114,9
1038,9
1012,5
1059,7
1144,7
1107,7
1058,9
1130,1
1191,9
1198,5
1074,7
1165,7
1091,10
1106,5
1008,10
1114,10
1153,9
1125,3
1051,6
1178,3
1176,10
1181,8
1034,2
1191,6
1134,3
1157,9
1176,1
